foodId,brandName,productName,petType,caloriesPer100g,proteinG,fatG,carbohydrateG,imageUrl,purchaseUrl
190,힐스(Hill's Science Diet),퍼펙트웨이트 스몰앤미니,DOG,303.00,25.00,9.00,37.00,https://img.funnc.com/mobile/dogpre/product/110/109199_detailView_01900165.jpg,https://search.shopping.naver.com/search/all?query=%ED%9E%90%EC%8A%A4%28Hill%27s%20Science%20Diet%29%20%ED%8D%BC%ED%8E%99%ED%8A%B8%EC%9B%A8%EC%9D%B4%ED%8A%B8%20%EC%8A%A4%EB%AA%B0%EC%95%A4%EB%AF%B8%EB%8B%88
191,힐스(Hill's Science Diet),시니어 7+ 스몰앤미니,DOG,312.00,18.00,13.00,45.00,https://img.funnc.com/mobile/dogpre/product/67/66172_detailView_01480872.png,https://search.shopping.naver.com/search/all?query=%ED%9E%90%EC%8A%A4%28Hill%27s%20Science%20Diet%29%20%EC%8B%9C%EB%8B%88%EC%96%B4%207%2B%20%EC%8A%A4%EB%AA%B0%EC%95%A4%EB%AF%B8%EB%8B%88
192,힐스(Hill's Science Diet),인도어 어덜트 캣 치킨,CAT,340.00,34.00,13.00,30.00,https://img.funnc.com/mobile/catpre/product/48/47338_detailView_01115721.jpg,https://search.shopping.naver.com/search/all?query=%ED%9E%90%EC%8A%A4%28Hill%27s%20Science%20Diet%29%20%EC%9D%B8%EB%8F%84%EC%96%B4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%BA%A3%20%EC%B9%98%ED%82%A8
193,힐스(Hill's Science Diet),키튼 치킨,CAT,382.00,36.00,18.00,30.00,https://img.funnc.com/mobile/catpre/product/54/53396_detailView_01330882.jpg,https://search.shopping.naver.com/search/all?query=%ED%9E%90%EC%8A%A4%28Hill%27s%20Science%20Diet%29%20%ED%82%A4%ED%8A%BC%20%EC%B9%98%ED%82%A8
194,힐스(Hill's Science Diet),시니어 7+ 어덜트 캣,CAT,342.00,31.00,13.00,32.00,https://img.funnc.com/mobile/catpre/product/48/47339_detailView_01052126.jpg,https://search.shopping.naver.com/search/all?query=%ED%9E%90%EC%8A%A4%28Hill%27s%20Science%20Diet%29%20%EC%8B%9C%EB%8B%88%EC%96%B4%207%2B%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%BA%A3
195,힐스(Hill's Science Diet),퍼펙트웨이트 어덜트 캣,CAT,299.00,34.00,7.00,28.00,https://img.funnc.com/mobile/catpre/product/48/47443_detailView_01028219.jpg,https://search.shopping.naver.com/search/all?query=%ED%9E%90%EC%8A%A4%28Hill%27s%20Science%20Diet%29%20%ED%8D%BC%ED%8E%99%ED%8A%B8%EC%9B%A8%EC%9D%B4%ED%8A%B8%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%BA%A3
196,테이스트오브더와일드(Taste of the Wild),하이 프레이리 어덜트 (들소&사슴),DOG,372.00,32.00,18.00,28.00,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg,https://search.shopping.naver.com/search/all?query=%ED%85%8C%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%98%A4%EB%B8%8C%EB%8D%94%EC%99%80%EC%9D%BC%EB%93%9C%20%ED%95%98%EC%9D%B4%20%ED%94%84%EB%A0%88%EC%9D%B4%EB%A6%AC%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%28%EB%93%A4%EC%86%8C%26%EC%82%AC%EC%8A%B4%29
197,테이스트오브더와일드(Taste of the Wild),퍼시픽 스트림 어덜트 (연어),DOG,362.00,25.00,15.00,32.00,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg,https://search.shopping.naver.com/search/all?query=%ED%85%8C%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%98%A4%EB%B8%8C%EB%8D%94%EC%99%80%EC%9D%BC%EB%93%9C%20%ED%8D%BC%EC%8B%9C%ED%94%BD%20%EC%8A%A4%ED%8A%B8%EB%A6%BC%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%28%EC%97%B0%EC%96%B4%29
198,테이스트오브더와일드(Taste of the Wild),시에라 마운틴 어덜트 (양),DOG,356.00,25.00,15.00,34.00,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg,https://search.shopping.naver.com/search/all?query=%ED%85%8C%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%98%A4%EB%B8%8C%EB%8D%94%EC%99%80%EC%9D%BC%EB%93%9C%20%EC%8B%9C%EC%97%90%EB%9D%BC%20%EB%A7%88%EC%9A%B4%ED%8B%B4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%28%EC%96%91%29
199,테이스트오브더와일드(Taste of the Wild),파인 포레스트 어덜트 (사슴),DOG,364.00,28.00,15.00,29.00,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg,https://search.shopping.naver.com/search/all?query=%ED%85%8C%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%98%A4%EB%B8%8C%EB%8D%94%EC%99%80%EC%9D%BC%EB%93%9C%20%ED%8C%8C%EC%9D%B8%20%ED%8F%AC%EB%A0%88%EC%8A%A4%ED%8A%B8%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%28%EC%82%AC%EC%8A%B4%29
200,테이스트오브더와일드(Taste of the Wild),로키 마운틴 펠린 (사슴&연어),CAT,363.00,35.00,18.00,17.00,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg,https://search.shopping.naver.com/search/all?query=%ED%85%8C%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%98%A4%EB%B8%8C%EB%8D%94%EC%99%80%EC%9D%BC%EB%93%9C%20%EB%A1%9C%ED%82%A4%20%EB%A7%88%EC%9A%B4%ED%8B%B4%20%ED%8E%A0%EB%A6%B0%20%28%EC%82%AC%EC%8A%B4%26%EC%97%B0%EC%96%B4%29
201,테이스트오브더와일드(Taste of the Wild),캐년 리버 펠린 (송어&연어),CAT,366.00,38.00,18.00,13.00,https://img.danuri.io/catalog-image/444/740/003/2116d78630a44908a6d57340a57c4e3f.jpg,https://search.shopping.naver.com/search/all?query=%ED%85%8C%EC%9D%B4%EC%8A%A4%ED%8A%B8%EC%98%A4%EB%B8%8C%EB%8D%94%EC%99%80%EC%9D%BC%EB%93%9C%20%EC%BA%90%EB%85%84%20%EB%A6%AC%EB%B2%84%20%ED%8E%A0%EB%A6%B0%20%28%EC%86%A1%EC%96%B4%26%EC%97%B0%EC%96%B4%29
202,퓨리나 프로플랜(Purina Pro Plan),어덜트 치킨앤라이스,DOG,369.00,26.00,16.00,40.00,https://www.purinapetcare.co.kr/data/files/thumb1_8fe2686a7113e03380ff8dd86740f0d5.jpg,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%ED%94%84%EB%A1%9C%ED%94%8C%EB%9E%9C%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4
203,퓨리나 프로플랜(Purina Pro Plan),퍼피 치킨앤라이스,DOG,385.00,30.00,20.00,38.00,https://www.purinapetcare.co.kr/data/files/thumb1_e31cc86f396fce3a1d4b24ad67394402.jpeg,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%ED%94%84%EB%A1%9C%ED%94%8C%EB%9E%9C%20%ED%8D%BC%ED%94%BC%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4
204,퓨리나 프로플랜(Purina Pro Plan),시니어 7+ 치킨앤라이스,DOG,333.00,28.00,12.00,37.00,https://www.purinapetcare.co.kr/data/files/thumb1_997a2c95d4abb2d75fc1bf363ca10a5e.png,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%ED%94%84%EB%A1%9C%ED%94%8C%EB%9E%9C%20%EC%8B%9C%EB%8B%88%EC%96%B4%207%2B%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4
205,퓨리나 프로플랜(Purina Pro Plan),라지브리드 어덜트 치킨앤라이스,DOG,363.00,26.00,14.00,42.00,https://www.purinapetcare.co.kr/data/files/thumb1_997a2c95d4abb2d75fc1bf363ac10a5e.png,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%ED%94%84%EB%A1%9C%ED%94%8C%EB%9E%9C%20%EB%9D%BC%EC%A7%80%EB%B8%8C%EB%A6%AC%EB%93%9C%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4
206,퓨리나 프로플랜(Purina Pro Plan),키튼 치킨앤라이스,CAT,399.00,42.00,19.00,27.00,https://www.purinapetcare.co.kr/data/files/thumb1_65b77711dcfec75315e7ebe3725c2a16.png,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%ED%94%84%EB%A1%9C%ED%94%8C%EB%9E%9C%20%ED%82%A4%ED%8A%BC%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4
207,퓨리나 프로플랜(Purina Pro Plan),어덜트 치킨앤라이스,CAT,387.00,40.00,17.00,31.00,https://www.purinapetcare.co.kr/data/files/thumb1_da32f4b11c6179c6cb04bca2e2cbe3a7.png,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%ED%94%84%EB%A1%9C%ED%94%8C%EB%9E%9C%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4
208,퓨리나 프로플랜(Purina Pro Plan),시니어 11+ 치킨앤라이스,CAT,372.00,37.00,13.00,35.00,https://www.purinapetcare.co.kr/data/files/thumb1_196d3bd22c9a6245fc30f0e4635aaa6f.png,https://search.shopping.naver.com/search/all?query=%ED%93%A8%EB%A6%AC%EB%82%98%20%ED%94%84%EB%A1%9C%ED%94%8C%EB%9E%9C%20%EC%8B%9C%EB%8B%88%EC%96%B4%2011%2B%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4
209,웰니스(Wellness),CORE 그레인프리 오리지날,DOG,372.00,38.00,18.00,32.00,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg,https://search.shopping.naver.com/search/all?query=%EC%9B%B0%EB%8B%88%EC%8A%A4%20CORE%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%98%A4%EB%A6%AC%EC%A7%80%EB%82%A0
210,웰니스(Wellness),컴플리트헬스 스몰브리드 어덜트,DOG,355.00,26.00,14.00,36.00,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg,https://search.shopping.naver.com/search/all?query=%EC%9B%B0%EB%8B%88%EC%8A%A4%20%EC%BB%B4%ED%94%8C%EB%A6%AC%ED%8A%B8%ED%97%AC%EC%8A%A4%20%EC%8A%A4%EB%AA%B0%EB%B8%8C%EB%A6%AC%EB%93%9C%20%EC%96%B4%EB%8D%9C%ED%8A%B8
211,웰니스(Wellness),CORE 라이트 어덜트,DOG,340.00,33.00,10.00,36.00,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg,https://search.shopping.naver.com/search/all?query=%EC%9B%B0%EB%8B%88%EC%8A%A4%20CORE%20%EB%9D%BC%EC%9D%B4%ED%8A%B8%20%EC%96%B4%EB%8D%9C%ED%8A%B8
212,웰니스(Wellness),CORE 그레인프리 인도어 살몬,CAT,336.00,35.00,12.00,27.00,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg,https://search.shopping.naver.com/search/all?query=%EC%9B%B0%EB%8B%88%EC%8A%A4%20CORE%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%9D%B8%EB%8F%84%EC%96%B4%20%EC%82%B4%EB%AA%AC
213,웰니스(Wellness),컴플리트헬스 인도어 어덜트 캣,CAT,333.00,33.00,11.00,29.00,https://img.danuri.io/catalog-image/218/757/009/97a32228179a4f9bb37817444ef154d5.jpg,https://search.shopping.naver.com/search/all?query=%EC%9B%B0%EB%8B%88%EC%8A%A4%20%EC%BB%B4%ED%94%8C%EB%A6%AC%ED%8A%B8%ED%97%AC%EC%8A%A4%20%EC%9D%B8%EB%8F%84%EC%96%B4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%BA%A3
214,블루버팔로(Blue Buffalo),라이프프로텍션 미디엄 어덜트,DOG,363.00,26.00,15.00,40.00,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg,https://search.shopping.naver.com/search/all?query=%EB%B8%94%EB%A3%A8%EB%B2%84%ED%8C%94%EB%A1%9C%20%EB%9D%BC%EC%9D%B4%ED%94%84%ED%94%84%EB%A1%9C%ED%85%8D%EC%85%98%20%EB%AF%B8%EB%94%94%EC%97%84%20%EC%96%B4%EB%8D%9C%ED%8A%B8
215,블루버팔로(Blue Buffalo),Wilderness 어덜트 치킨,DOG,360.00,34.00,15.00,25.00,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg,https://search.shopping.naver.com/search/all?query=%EB%B8%94%EB%A3%A8%EB%B2%84%ED%8C%94%EB%A1%9C%20Wilderness%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8
216,블루버팔로(Blue Buffalo),라이프프로텍션 퍼피 스몰브리드,DOG,371.00,26.00,14.00,39.00,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg,https://search.shopping.naver.com/search/all?query=%EB%B8%94%EB%A3%A8%EB%B2%84%ED%8C%94%EB%A1%9C%20%EB%9D%BC%EC%9D%B4%ED%94%84%ED%94%84%EB%A1%9C%ED%85%8D%EC%85%98%20%ED%8D%BC%ED%94%BC%20%EC%8A%A4%EB%AA%B0%EB%B8%8C%EB%A6%AC%EB%93%9C
217,블루버팔로(Blue Buffalo),Wilderness 어덜트 살몬 캣,CAT,366.00,40.00,18.00,14.00,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg,https://search.shopping.naver.com/search/all?query=%EB%B8%94%EB%A3%A8%EB%B2%84%ED%8C%94%EB%A1%9C%20Wilderness%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%82%B4%EB%AA%AC%20%EC%BA%A3
218,블루버팔로(Blue Buffalo),BLUE 인도어 어덜트 살몬,CAT,347.00,32.00,12.00,29.00,https://shop-phinf.pstatic.net/20240928_289/1727498661659P9lwR_JPEG/7074025527832961_440669278.jpg,https://search.shopping.naver.com/search/all?query=%EB%B8%94%EB%A3%A8%EB%B2%84%ED%8C%94%EB%A1%9C%20BLUE%20%EC%9D%B8%EB%8F%84%EC%96%B4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%82%B4%EB%AA%AC
219,브릿(Brit Care),그레인프리 어덜트 치킨,DOG,360.00,28.00,15.00,32.00,https://ecimg.cafe24img.com/pg1125b29163668076/tpkkor/web/product/medium/20250811/b9093b08700e32d8bbfcd0e9eb4ebc7c.jpg,https://search.shopping.naver.com/search/all?query=%EB%B8%8C%EB%A6%BF%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8
220,브릿(Brit Care),그레인프리 퍼피 치킨,DOG,372.00,30.00,16.00,30.00,https://ecimg.cafe24img.com/pg1125b29163668076/tpkkor/web/product/medium/20250811/b9093b08700e32d8bbfcd0e9eb4ebc7c.jpg,https://search.shopping.naver.com/search/all?query=%EB%B8%8C%EB%A6%BF%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%ED%8D%BC%ED%94%BC%20%EC%B9%98%ED%82%A8
221,브릿(Brit Care),어덜트 미디엄브리드 살몬앤오션피쉬,DOG,355.00,27.00,14.00,33.00,https://ecimg.cafe24img.com/pg1125b29163668076/tpkkor/web/product/medium/20250811/b9093b08700e32d8bbfcd0e9eb4ebc7c.jpg,https://search.shopping.naver.com/search/all?query=%EB%B8%8C%EB%A6%BF%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EB%AF%B8%EB%94%94%EC%97%84%EB%B8%8C%EB%A6%AC%EB%93%9C%20%EC%82%B4%EB%AA%AC%EC%95%A4%EC%98%A4%EC%85%98%ED%94%BC%EC%89%AC
222,파리나(Farmina),N&D 그레인프리 치킨&포메그래닛 어덜트 M&L,DOG,375.00,34.00,18.00,26.00,https://ak-d.tripcdn.com/images/0225b12000lbuqky2016B_R_960_660_R5_D.jpg,https://search.shopping.naver.com/search/all?query=%ED%8C%8C%EB%A6%AC%EB%82%98%20N%26D%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%B9%98%ED%82%A8%26%ED%8F%AC%EB%A9%94%EA%B7%B8%EB%9E%98%EB%8B%9B%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20M%26L
223,파리나(Farmina),N&D 그레인프리 치킨&포메그래닛 퍼피 M&L,DOG,380.00,35.00,19.00,24.00,https://ak-d.tripcdn.com/images/0225b12000lbuqky2016B_R_960_660_R5_D.jpg,https://search.shopping.naver.com/search/all?query=%ED%8C%8C%EB%A6%AC%EB%82%98%20N%26D%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%B9%98%ED%82%A8%26%ED%8F%AC%EB%A9%94%EA%B7%B8%EB%9E%98%EB%8B%9B%20%ED%8D%BC%ED%94%BC%20M%26L
224,파리나(Farmina),N&D 그레인프리 램&블루베리 어덜트,DOG,372.00,31.00,17.00,30.00,https://ak-d.tripcdn.com/images/0225b12000lbuqky2016B_R_960_660_R5_D.jpg,https://search.shopping.naver.com/search/all?query=%ED%8C%8C%EB%A6%AC%EB%82%98%20N%26D%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EB%9E%A8%26%EB%B8%94%EB%A3%A8%EB%B2%A0%EB%A6%AC%20%EC%96%B4%EB%8D%9C%ED%8A%B8
225,파리나(Farmina),N&D 그레인프리 치킨&포메그래닛 키튼,CAT,395.00,40.00,20.00,19.00,https://farmina.co.kr/_upload/product/s_img/NDGF_cat_Adu_CHIC.png,https://search.shopping.naver.com/search/all?query=%ED%8C%8C%EB%A6%AC%EB%82%98%20N%26D%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%B9%98%ED%82%A8%26%ED%8F%AC%EB%A9%94%EA%B7%B8%EB%9E%98%EB%8B%9B%20%ED%82%A4%ED%8A%BC
226,파리나(Farmina),N&D 그레인프리 치킨&포메그래닛 어덜트 캣,CAT,388.00,38.00,18.00,22.00,https://farmina.co.kr/_upload/product/s_img/NDGF_cat_Adu_CHIC.png,https://search.shopping.naver.com/search/all?query=%ED%8C%8C%EB%A6%AC%EB%82%98%20N%26D%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%B9%98%ED%82%A8%26%ED%8F%AC%EB%A9%94%EA%B7%B8%EB%9E%98%EB%8B%9B%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%BA%A3
227,K9 내추럴,비프 피스트 프리즈드라이드,DOG,505.00,42.00,35.00,3.00,https://img.danuri.io/catalog-image/552/461/096/d9d16f75542940ea8a7987ad6ab01594.jpg,https://search.shopping.naver.com/search/all?query=K9%20%EB%82%B4%EC%B6%94%EB%9F%B4%20%EB%B9%84%ED%94%84%20%ED%94%BC%EC%8A%A4%ED%8A%B8%20%ED%94%84%EB%A6%AC%EC%A6%88%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%93%9C
228,프리멀(Primal),프리즈드라이드 로우너겟 치킨,DOG,476.00,57.00,22.00,6.00,http://shop1.phinf.naver.net/20180201_68/doristar52_1517454932255i92EV_JPEG/40761232776245955_1883485064.jpg,https://search.shopping.naver.com/search/all?query=%ED%94%84%EB%A6%AC%EB%A9%80%20%ED%94%84%EB%A6%AC%EC%A6%88%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%93%9C%20%EB%A1%9C%EC%9A%B0%EB%84%88%EA%B2%9F%20%EC%B9%98%ED%82%A8
229,나우(NOW FRESH),어덜트 스몰브리드 그레인프리,DOG,351.00,25.00,10.00,42.00,https://img.funnc.com/mobile/dogpre/product/34/33998_detailView_01722806.png,https://search.shopping.naver.com/search/all?query=%EB%82%98%EC%9A%B0%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%8A%A4%EB%AA%B0%EB%B8%8C%EB%A6%AC%EB%93%9C%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC
230,나우(NOW FRESH),퍼피 스몰브리드 그레인프리,DOG,360.00,28.00,12.00,38.00,https://img.funnc.com/mobile/dogpre/product/34/33998_detailView_01722806.png,https://search.shopping.naver.com/search/all?query=%EB%82%98%EC%9A%B0%20%ED%8D%BC%ED%94%BC%20%EC%8A%A4%EB%AA%B0%EB%B8%8C%EB%A6%AC%EB%93%9C%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC
231,ANF,6프리 어덜트 치킨&살몬,DOG,357.00,28.00,14.00,33.00,http://shopping.phinf.naver.net/main_3967252/39672528618.20231114151301.jpg,https://search.shopping.naver.com/search/all?query=ANF%206%ED%94%84%EB%A6%AC%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%26%EC%82%B4%EB%AA%AC
232,하림펫푸드,더리얼 퍼피,DOG,355.00,28.00,15.00,38.00,https://img.funnc.com/mobile/dogpre/product/76/75163_detailView_01357265.png,https://search.shopping.naver.com/search/all?query=%ED%95%98%EB%A6%BC%ED%8E%AB%ED%91%B8%EB%93%9C%20%EB%8D%94%EB%A6%AC%EC%96%BC%20%ED%8D%BC%ED%94%BC
233,하림펫푸드,더리얼 그레인프리 오븐베이크드 캣,CAT,350.00,35.00,15.00,22.00,https://img.funnc.com/mobile/catpre/product/35/34822_detailView_01797425.png,https://search.shopping.naver.com/search/all?query=%ED%95%98%EB%A6%BC%ED%8E%AB%ED%91%B8%EB%93%9C%20%EB%8D%94%EB%A6%AC%EC%96%BC%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%98%A4%EB%B8%90%EB%B2%A0%EC%9D%B4%ED%81%AC%EB%93%9C%20%EC%BA%A3
234,지위픽(ZIWI PEAK),비프 에어드라이드,DOG,428.00,34.00,27.00,0.50,http://shop1.phinf.naver.net/20191209_20/1575880369745S1rF1_PNG/13243758277924130_984793435.png,https://search.shopping.naver.com/search/all?query=%EC%A7%80%EC%9C%84%ED%94%BD%20%EB%B9%84%ED%94%84%20%EC%97%90%EC%96%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%93%9C
235,지위픽(ZIWI PEAK),램 에어드라이드,DOG,426.00,33.00,27.00,0.50,http://image.g9.co.kr/g/1467894998/n,https://search.shopping.naver.com/search/all?query=%EC%A7%80%EC%9C%84%ED%94%BD%20%EB%9E%A8%20%EC%97%90%EC%96%B4%EB%93%9C%EB%9D%BC%EC%9D%B4%EB%93%9C
236,뉴트로(NUTRO),내추럴초이스 어덜트 치킨앤라이스 스몰브리드,DOG,350.00,24.00,13.00,41.00,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/cad5/ebe8add08cb2eb45e312f847f5ce55cb83e039d009c817f4ae2c52af7e24.jpeg,https://search.shopping.naver.com/search/all?query=%EB%89%B4%ED%8A%B8%EB%A1%9C%20%EB%82%B4%EC%B6%94%EB%9F%B4%EC%B4%88%EC%9D%B4%EC%8A%A4%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4%20%EC%8A%A4%EB%AA%B0%EB%B8%8C%EB%A6%AC%EB%93%9C
237,뉴트로(NUTRO),내추럴초이스 라지브리드 어덜트 치킨앤라이스,DOG,345.00,23.00,12.00,43.00,https://i.pinimg.com/736x/b0/70/9a/b0709a80dc69adc755d2856ca544834f.jpg,https://search.shopping.naver.com/search/all?query=%EB%89%B4%ED%8A%B8%EB%A1%9C%20%EB%82%B4%EC%B6%94%EB%9F%B4%EC%B4%88%EC%9D%B4%EC%8A%A4%20%EB%9D%BC%EC%A7%80%EB%B8%8C%EB%A6%AC%EB%93%9C%20%EC%96%B4%EB%8D%9C%ED%8A%B8%20%EC%B9%98%ED%82%A8%EC%95%A4%EB%9D%BC%EC%9D%B4%EC%8A%A4
238,더 아너스트 키친(The Honest Kitchen),프루드 그레인프리 터키,DOG,363.00,35.00,15.00,30.00,http://shop1.phinf.naver.net/20231130_5/1701320043788RKzlU_JPEG/16231335605241259_500937151.jpg,https://search.shopping.naver.com/search/all?query=%EB%8D%94%20%EC%95%84%EB%84%88%EC%8A%A4%ED%8A%B8%20%ED%82%A4%EC%B9%9C%20%ED%94%84%EB%A3%A8%EB%93%9C%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%ED%84%B0%ED%82%A4
239,카나4(Carna4),그레인프리 치킨,DOG,449.00,28.00,15.00,20.00,https://shop-phinf.pstatic.net/20250411_133/1744364511225ko0sC_PNG/90390353928362220_2099006285.png,https://search.shopping.naver.com/search/all?query=%EC%B9%B4%EB%82%984%20%EA%B7%B8%EB%A0%88%EC%9D%B8%ED%94%84%EB%A6%AC%20%EC%B9%98%ED%82%A8
240,뉴트리소스(Nutrisource),퓨어 비탈리티 치킨 어덜트,DOG,395.00,28.00,16.00,33.00,http://shopping.phinf.naver.net/main_3163593/31635930627.20220406122956.jpg,https://search.shopping.naver.com/search/all?query=%EB%89%B4%ED%8A%B8%EB%A6%AC%EC%86%8C%EC%8A%A4%20%ED%93%A8%EC%96%B4%20%EB%B9%84%ED%83%88%EB%A6%AC%ED%8B%B0%20%EC%B9%98%ED%82%A8%20%EC%96%B4%EB%8D%9C%ED%8A%B8
241,로우즈(Rawz),밀프리 비프 독,DOG,374.00,36.00,15.00,20.00,http://shop1.phinf.naver.net/20220731_276/1659252586603CP4Vd_JPEG/60388420409300060_616977530.jpg,https://search.shopping.naver.com/search/all?query=%EB%A1%9C%EC%9A%B0%EC%A6%88%20%EB%B0%80%ED%94%84%EB%A6%AC%20%EB%B9%84%ED%94%84%20%EB%8F%85
242,릴리스키친(Lily's Kitchen),퍼피 치킨앤오트밀,DOG,365.00,25.00,10.00,40.00,http://shopping.phinf.naver.net/main_5938783/59387836386.20260325163248.jpg,https://search.shopping.naver.com/search/all?query=%EB%A6%B4%EB%A6%AC%EC%8A%A4%ED%82%A4%EC%B9%9C%28Lily%27s%20Kitchen%29%20%ED%8D%BC%ED%94%BC%20%EC%B9%98%ED%82%A8%EC%95%A4%EC%98%A4%ED%8A%B8%EB%B0%80
